face_index,centroid_x,centroid_y,centroid_z,normal_x,normal_y,normal_z
240,-2.958510,1.564547,4.451823,-0.830207,-0.507405,0.230858
241,-2.743263,2.140747,4.456670,-0.523937,-0.851255,-0.029227
242,-3.143383,1.945020,4.437033,0.703963,0.710140,0.011726
243,-2.650863,2.158773,4.463237,0.000598,0.749491,-0.662015
244,-3.247203,2.447203,4.427830,0.338950,-0.009489,-0.940756
245,-3.250073,2.449357,4.431333,-0.639947,0.725340,0.253673
246,-3.244770,2.447450,4.433263,0.819972,0.289414,0.493848
247,-3.248683,2.444480,4.431883,-0.399818,-0.889934,0.219461
248,-2.657567,2.615837,4.471060,0.105165,-0.773557,0.624940
249,-2.658033,2.616470,4.464763,0.001031,-0.633024,-0.774132
250,-2.660510,2.619077,4.468407,-0.811627,0.572194,0.117705
251,-3.053857,1.955143,4.440943,-0.203229,0.973305,-0.106659
252,-3.123020,2.456877,4.434877,-0.706334,-0.700745,-0.100247
253,-3.052510,1.741537,4.444577,0.062951,-0.831958,0.551256
254,-2.843487,2.424730,4.452950,0.256579,-0.688602,0.678229
255,-3.157330,2.351337,4.427487,-0.859182,-0.025241,-0.511047
256,-3.155763,2.352737,4.433487,-0.514114,0.283549,0.809498
257,-3.153180,2.354360,4.429063,0.585487,0.742219,-0.326062
258,-3.153777,2.349767,4.430293,0.578662,-0.814635,0.038987
259,-3.302137,2.125370,4.418980,-0.423774,-0.866356,0.264280
260,-2.847563,2.248673,4.449830,-0.365917,-0.863317,0.347547
261,-2.623763,2.341250,4.468707,-0.514034,-0.848634,-0.124857
262,-2.842477,2.424610,4.446393,0.445094,-0.711293,-0.544016
263,-2.846410,2.425830,4.449120,-0.962531,0.224312,-0.152375
264,-2.842217,2.427990,4.449727,0.315828,0.948300,0.031295
265,-2.187330,2.271583,4.498850,0.801073,-0.375979,0.465750
266,-2.192213,2.273077,4.499890,-0.876199,-0.229412,0.423846
267,-2.189593,2.271557,4.494157,-0.330888,-0.546018,-0.769661
268,-2.189313,2.275543,4.496893,0.263898,0.955380,-0.132692
269,-2.744130,2.534940,4.470577,-0.843612,0.091245,0.529143
270,-2.469330,2.450827,4.465067,-0.814578,0.116894,-0.568154
271,-2.532763,2.440643,4.473030,0.203627,-0.756130,0.621935
272,-2.537520,2.443610,4.470587,-0.923775,0.189763,0.332611
273,-2.532793,2.444850,4.470547,0.536286,0.843811,-0.019492
274,-2.468977,2.450830,4.471703,-0.749418,0.117474,0.651592
275,-2.466283,2.452717,4.468230,0.794114,0.606275,-0.042583
276,-2.556503,2.546270,4.471073,-0.697686,-0.715417,0.037602
277,-2.849837,1.852053,4.450800,0.706558,0.701208,0.095308
278,0.049034,-0.104503,0.443369,-0.646524,-0.752081,-0.127987
279,-2.846520,2.546210,4.450700,-0.784296,0.503564,-0.362357
280,-2.146707,2.458860,4.491127,0.197405,0.899612,-0.389525
281,-1.348390,0.730919,4.602237,-0.744817,0.640976,0.185463
282,-2.974793,2.342133,4.434660,-0.783703,0.193199,-0.590325
283,-2.972180,2.343050,4.438753,-0.105489,-0.087899,0.990528
284,-2.969197,2.345333,4.435540,0.349733,0.841524,-0.411734
285,-2.970030,2.340323,4.435007,0.507655,-0.851155,-0.133496
286,-2.088670,2.554183,4.494950,0.542043,0.839957,0.025735
287,-2.554710,2.549397,4.474153,-0.038533,0.814932,0.578274
288,-2.554460,2.548810,4.467630,0.010432,0.698689,-0.715349
289,-2.351830,2.553903,4.480663,0.244103,0.896315,0.370180
290,1.212247,1.565767,4.855000,-0.626007,0.567029,0.535345
291,-2.325123,2.604267,4.476290,-0.020017,-0.996655,0.079229
292,-2.453370,2.610230,4.466120,0.734252,0.657206,-0.170158
293,-2.140677,2.431090,4.500150,0.015745,-0.899876,0.435861
294,-2.551767,2.546373,4.471243,0.827715,-0.555177,0.081650
295,-2.455473,2.607797,4.470033,0.121191,-0.655264,0.745615
296,-2.456093,2.606813,4.463560,-0.000948,-0.848986,-0.528414
297,-2.458163,2.609920,4.466627,-0.773661,0.633215,-0.022089
298,-2.247830,2.560477,4.494543,0.843150,0.033949,0.536605
299,-2.252383,2.563730,4.492643,-0.456101,0.844084,0.281948
300,2.513470,1.849297,4.757617,-0.823876,0.552063,0.128274
301,-2.257240,0.749193,4.534570,0.717769,0.695376,0.035511
302,-1.714837,2.539933,4.520930,0.670247,0.084222,-0.737343
303,-2.051557,1.849863,4.525437,-0.024787,-0.801999,0.596811
304,0.051574,0.252163,4.706013,0.729794,0.274573,0.626107
305,0.047147,0.243522,4.707740,-0.703581,-0.090426,0.704838
306,1.875657,1.842770,4.799797,0.646682,0.667252,0.369565
307,1.361473,1.557043,4.844140,0.926451,-0.336427,-0.168837
308,-0.651073,0.809939,4.667683,-0.317800,-0.700261,-0.639247
